# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "6" "-a" "Mus_musculus.GRCm39.112.chrs_17-19.gtf" "-o" "GC1.featureCounts.txt" "GC1.bam" 
Geneid	Chr	Start	End	Strand	Length	GC1.bam
ENSMUSG00000033016	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	80649420;80649420;80649420;80649420;80650605;80652155;80678617;80678617;80678906;80678906;80690650;80690650;80693047;80693047;80693047;80693047;80696721;80696721;80696721;80696721;80696721;80696721;80706510;80706510;80706510;80706510;80706510;80706510;80708497;80708497;80708497;80708497;80708497;80708497;80710173;80710173;80710173;80710173;80710173;80710173;80725374;80725374;80725374;80725374;80725374;80725374;80740770;80740770;80740770;80740770;80740770;80740770;80751249;80751249;80751249;80755855;80755855;80755855	80651240;80651240;80651240;80651240;80651240;80652190;80679291;80679291;80679291;80679291;80693179;80693179;80693179;80693179;80693179;80693179;80696776;80696776;80696776;80696776;80696776;80696776;80706650;80706650;80706650;80706650;80706650;80706650;80708669;80708669;80708669;80708669;80708669;80708669;80710375;80710375;80710375;80710375;80710375;80710375;80725533;80725533;80725533;80725533;80725533;80725533;80741871;80741871;80741871;80741871;80741871;80741871;80751388;80751388;80751388;80756286;80756273;80755981	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7469	181
ENSMUSG00000118265	18;18	80748405;80750702	80748539;80750975	+;+	409	0
ENSMUSG00000024566	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	80777356;80777605;80778290;80779282;80780027;80780027;80780027;80781561;80781868;80781868;80781868;80781868;80781868;80782962;80782962;80782962;80782962;80782962;80782962;80786109;80793034;80793034;80793034;80793034;80793034;80795973;80795973;80795973;80795973;80795973;80796207;80796207;80796207;80796207;80796207;80797164;80797164;80797164;80797460;80797460;80797460;80798532;80799318;80799669;80799669;80799669;80799675;80801510;80801510;80801510;80801510;80801510;80801510;80805277;80805277;80805277;80805277;80805277;80806089;80806089;80806089;80807241;80808238;80808238;80808238;80808986;80808986;80808986;80808986;80809063;80820013;80820013;80820013;80820013;80820013;80820218;80822078;80822078;80822078;80822078;80822078;80822078;80838505;80838505;80838505;80838505;80838505;80838505;80851827;80851827;80851827;80851827;80851843;80879570;80879570;80879570;80879570;80887742;80887742;80887742;80887742;80887742;80887742;80890387;80890387;80890387;80890387;80890387;80890387;80901759;80901759;80901759;80901759;80901759;80901759;80912957;80912957;80912957;80912957;80912957;80912957;80920530;80920530;80920530;80920530;80920530;80920530;80933282;80935030;80935030;80935030;80935030;80952658;80952807;80952807;80952807;80952807;80952807;80952807;80956012;80956012;80956012;80956012;80956012;80956012;80956012;80960920;80960920;80960920;80960920;80960920;80960920;80977039;80977039;80977039;80977039;80977039;80977039	80779364;80779364;80779364;80779364;80780059;80780059;80780059;80782071;80781996;80782071;80782071;80782071;80782071;80783019;80783019;80783019;80783019;80783019;80783019;80786184;80793142;80793142;80793142;80793142;80793142;80796037;80796037;80796037;80796037;80796037;80796211;80796268;80796362;80796362;80796362;80797228;80797228;80797228;80797617;80797604;80797604;80799758;80799758;80799758;80799758;80799758;80799758;80801608;80803202;80801608;80801608;80801608;80801608;80805887;80805457;80805447;80805447;80805447;80806172;80806172;80806172;80808330;80808330;80808330;80808330;80809147;80809147;80809147;80809147;80809147;80820261;80820261;80820261;80820261;80820261;80820261;80822190;80822190;80822190;80822190;80822190;80822190;80838647;80838647;80838647;80838647;80838647;80838647;80851987;80851987;80851987;80851987;80851987;80879646;80879646;80879646;80879646;80887817;80887817;80887817;80887817;80887817;80887817;80890467;80890467;80890467;80890467;80890467;80890467;80901853;80901853;80901853;80901853;80901853;80901853;80913008;80913008;80913008;80913008;80913008;80913008;80920588;80920580;80920588;80920588;80920588;80920588;80935138;80935138;80935138;80935138;80935138;80952920;80952920;80952920;80952920;80952920;80952920;80952920;80956162;80956162;80956082;80956162;80956162;80956162;80956162;80961038;80961093;80961093;80961093;80961093;80961093;80977275;80977263;80977247;80977198;80977273;80977198	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11895	378
ENSMUSG00000114891	18;18;18	80865462;80870728;80881301	80865556;80870810;80881706	+;+;+	584	0
ENSMUSG00000114756	18	80897524	80897942	+	419	0
ENSMUSG00002075248	18	80968951	80969020	-	70	0
ENSMUSG00000024565	18;18;18;18;18;18;18;18;18;18	81009591;81012437;81012501;81014396;81014396;81014396;81014953;81014953;81029670;81029670	81013119;81013119;81013119;81014736;81017844;81014736;81018246;81017844;81029751;81029986	-;-;-;-;-;-;-;-;-;-	7697	0
ENSMUSG00000098720	18;18	81030671;81031484	81031005;81031790	+;+	642	0
ENSMUSG00000118235	18	81040218	81040598	-	381	0
ENSMUSG00000089257	18	81069988	81070105	+	118	0
ENSMUSG00000118268	18;18;18	81090039;81093112;81093439	81090248;81093265;81093597	+;+;+	523	0
ENSMUSG00000118262	18;18;18	81126279;81126997;81140968	81126645;81127078;81141299	+;+;+	781	0
ENSMUSG00000097181	18;18	81269419;81279041	81270210;81279281	-;-	1033	0
ENSMUSG00000117717	18;18;18;18;18;18;18;18;18	81307906;81307923;81308828;81308828;81309062;81309062;81317415;81370732;81373123	81307954;81307954;81308968;81308968;81309574;81309118;81318196;81370871;81374694	+;+;+;+;+;+;+;+;+	3197	0
ENSMUSG00000118227	18;18;18;18;18;18;18;18;18;18;18	81477398;81477398;81477398;81479401;81494209;81494209;81496650;81496650;81496650;81500710;81500710	81478388;81478388;81478388;81479492;81494369;81494369;81496743;81496743;81497187;81501114;81501114	-;-;-;-;-;-;-;-;-;-;-	2187	0
ENSMUSG00000118300	18;18;18;18;18;18	81523572;81523572;81526601;81526601;81558635;81558635	81524097;81524498;81526750;81526750;81558983;81558983	+;+;+;+;+;+	1426	0
ENSMUSG00000117870	18;18;18;18;18;18;18	81671061;81671061;81677855;81677855;81678450;81680533;81680754	81673021;81673021;81677963;81678573;81678573;81680962;81680874	-;-;-;-;-;-;-	3110	0
ENSMUSG00000118172	18;18;18	81685324;81688031;81692004	81685560;81688155;81692156	-;-;-	515	0
ENSMUSG00000118363	18;18;18	81751751;81753953;81757013	81751889;81754056;81757032	+;+;+	263	0
ENSMUSG00000118073	18;18	81765404;81767493	81765671;81767838	+;+	614	0
ENSMUSG00000118254	18;18;18;18;18;18	81815274;81821985;81862192;81863582;81864501;81864786	81815354;81822090;81862307;81863725;81864671;81865684	+;+;+;+;+;+	1517	0
ENSMUSG00000117892	18;18;18	81887567;81888801;81893082	81887867;81888892;81893231	-;-;-	543	0
ENSMUSG00000117817	18;18	81956344;81959402	81956758;81959943	-;-	957	0
ENSMUSG00000117923	18;18;18;18;18;18	81977122;81980866;81982338;81982525;82003545;82012557	81977729;81981036;81982427;81982593;82003643;82012696	+;+;+;+;+;+	1177	0
ENSMUSG00000077599	18	82024284	82024411	+	128	0
ENSMUSG00000093036	18	82035225	82035295	-	71	0
ENSMUSG00000118278	18	82039049	82039964	+	916	0
ENSMUSG00000117913	18;18;18	82262685;82264309;82276496	82263178;82264401;82276635	-;-;-	727	0
ENSMUSG00000117663	18	82279187	82279387	-	201	0
ENSMUSG00000118279	18;18;18	82299410;82301181;82301567	82299674;82301301;82301850	+;+;+	670	0
ENSMUSG00000118057	18;18;18;18	82354375;82356503;82372003;82379662	82356177;82358082;82372134;82379725	-;-;-;-	3579	29
ENSMUSG00000058625	18	82356587	82357941	+	1355	0
ENSMUSG00002075868	18	82374102	82374231	-	130	0
ENSMUSG00000024553	18;18;18	82410505;82419925;82423613	82412135;82419990;82424902	-;-;-	2987	0
ENSMUSG00000118256	18	82432490	82433162	+	673	0
ENSMUSG00000041607	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	82493271;82493273;82493287;82493495;82518852;82518852;82518852;82518852;82531108;82540175;82540175;82540175;82572445;82572445;82572595;82572634;82572638;82572641;82572655;82572671;82572705;82572705;82572705;82572705;82572705;82579903;82579903;82579903;82579903;82579903;82581387;82582741;82590950;82590950;82590950;82590950;82590950;82590950;82590950;82590950;82590950;82590950;82590950;82590950;82590950;82590950;82593297;82593297;82593297;82593297;82593297;82593297;82593297;82593297;82593297;82593297;82593297;82593297;82593297;82593297;82593660;82593660;82593660;82593726;82593726;82593726;82593726;82597061;82597061;82597061;82597061;82597061;82602237;82602237;82602237;82602237;82602237;82602237;82602237;82602237;82602237;82602237;82602237;82602237;82602237;82602237	82493519;82493519;82493519;82493519;82518927;82518927;82518927;82518927;82532469;82540262;82540262;82540262;82572875;82576828;82572875;82572875;82572875;82572875;82572875;82572875;82572875;82572875;82572875;82572875;82572875;82579980;82579980;82579980;82579980;82579980;82581457;82583015;82591051;82591051;82591051;82591051;82591051;82591051;82591051;82591051;82591051;82591051;82591051;82591051;82591051;82591051;82593332;82593332;82593332;82593332;82593332;82593332;82593332;82593332;82593332;82593332;82593332;82593332;82593332;82593332;82593758;82593758;82593758;82593758;82593758;82593758;82593758;82597183;82597183;82597183;82597183;82597183;82602412;82602281;82603751;82602281;82602281;82602281;82603762;82603752;82602281;82603754;82603756;82603752;82603762;82602342	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8469	19
ENSMUSG00000061684	18	82541664	82542146	-	483	257
ENSMUSG00000041258	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	82611718;82613601;82615280;82615280;82617072;82617072;82617072;82617072;82619385;82619385;82619385;82619385;82622314;82622314;82622314;82622314;82625873;82625873;82625873;82625873;82627413;82627413;82627413;82627413;82628730;82635835;82635835;82635835;82635835;82636868;82636868;82636868;82638443;82638443;82638443;82639216;82639216;82639216;82641085;82641085;82641085;82642329;82642329;82642329;82646279;82646279;82646279;82648096;82648096;82648096;82648712;82648712;82648712;82651103;82651103;82651103;82651812;82651812;82651812;82654858;82654858;82654858;82657159;82657445;82657445;82657445;82658225;82658225;82658225;82658225;82662182;82662182;82662182;82664094;82664094;82664094;82667405;82675074;82675074;82675074;82675118;82676128;82676128;82676128;82676128;82682963;82682963;82682963;82686697;82686697;82686697;82686697;82689811;82689811;82689811;82689811;82692432;82692432;82692432;82692432;82698717;82698717;82698717;82698717;82698874;82700270;82700270;82700270;82700270;82700270;82701689;82709703;82710768;82710768;82710768	82615879;82615879;82615879;82615879;82617248;82617248;82617248;82617248;82619514;82619514;82619514;82619514;82622511;82622511;82622511;82622511;82626004;82626004;82626004;82626004;82627600;82627600;82627600;82627600;82628811;82636014;82636014;82635875;82636014;82637108;82637108;82637108;82638588;82638588;82638588;82639581;82639581;82639581;82641188;82641188;82641188;82642611;82642611;82642611;82646491;82646491;82646491;82648247;82648247;82648247;82648815;82648815;82648815;82651254;82651254;82651254;82651913;82651913;82651913;82655114;82655114;82655114;82657705;82657705;82657705;82657705;82658342;82658366;82658366;82658366;82662385;82662385;82662385;82664366;82664366;82664366;82667515;82675302;82675302;82675302;82675265;82676331;82676331;82676331;82676331;82683106;82683106;82683106;82686869;82686869;82686869;82686869;82689935;82689935;82689935;82689935;82692610;82692610;82692610;82692610;82698881;82698881;82698881;82698881;82698881;82700412;82700412;82700412;82700412;82700412;82701693;82709924;82710859;82710859;82711008	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10476	336
ENSMUSG00000118160	18;18;18;18	82669178;82669733;82670249;82671713	82669601;82669835;82670441;82671816	+;+;+;+	824	0
ENSMUSG00000097141	18	82710409	82712301	+	1893	19
ENSMUSG00000118012	18;18	82712412;82717610	82712434;82719461	+;+	1875	2897
ENSMUSG00000117824	18;18	82720557;82722927	82720568;82724299	+;+	1385	0
ENSMUSG00000117842	18;18;18	82730920;82734244;82743877	82731230;82734357;82744304	-;-;-	853	0
ENSMUSG00000117888	18;18;18;18;18;18;18;18;18	82736093;82736104;82736128;82736446;82736446;82736446;82738155;82738169;82738185	82736147;82736147;82736147;82736541;82736541;82736541;82738703;82738703;82738703	+;+;+;+;+;+;+;+;+	700	0
ENSMUSG00000092638	18	82738406	82738465	+	60	0
ENSMUSG00000117849	18	82747904	82748106	-	203	0
ENSMUSG00000101773	18;18;18;18	82772630;82772783;82773109;82776939	82772693;82773013;82773214;82777166	-;-;-;-	629	0
ENSMUSG00000118085	18;18;18	82776843;82778269;82780356	82777865;82778479;82780526	+;+;+	1405	0
ENSMUSG00000097738	18;18;18;18;18;18;18	82874019;82874019;82874022;82874428;82876966;82876966;82887934	82874255;82874757;82874255;82874757;82877352;82877287;82888729	+;+;+;+;+;+;+	1922	0
ENSMUSG00000117762	18;18;18	82920203;82921299;82922955	82920255;82921443;82923801	+;+;+	1045	0
ENSMUSG00000058881	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	82928788;82929004;82929052;82929457;82932757;82935879;82973649;82973649;82973649;82973649;83004869;83004869;83004869;83004869;83005933;83011195;83011195;83011210;83012595;83012595;83019398;83019398;83019398	82929117;82929117;82929117;82929565;82932848;82936011;82973942;82975574;82975574;82974083;83006323;83005150;83005129;83006323;83006323;83011314;83011314;83011314;83012662;83012662;83019825;83023439;83023439	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8275	91
ENSMUSG00000118339	18;18;18;18;18	82936528;82938060;82938276;82938644;82938644	82937355;82938394;82938394;82938685;82938673	-;-;-;-;-	1205	1
ENSMUSG00000118094	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	83030028;83030060;83030111;83031079;83031079;83031079;83044149;83045207;83048963;83048963;83064721;83066608;83070958;83070958;83081475;83091231;83095352;83096796	83030201;83030201;83030201;83031274;83031290;83031358;83045954;83045296;83049029;83049033;83064823;83066768;83071148;83071148;83082841;83091385;83095462;83096980	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4604	0
ENSMUSG00000117976	18;18;18;18;18;18	83030788;83031162;83035028;83035680;83038933;83039129	83031072;83031282;83035113;83035849;83039013;83039280	-;-;-;-;-;-	895	0
ENSMUSG00000100430	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	83093433;83093434;83094043;83097736;83112546;83113557;83113557;83115618;83124653;83124725;83125710;83125710;83125710;83125710;83125710;83125710	83094401;83094401;83094401;83097966;83112761;83113991;83113991;83117043;83125087;83125581;83125996;83125996;83125985;83125985;83125923;83126015	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4512	0
ENSMUSG00000118333	18;18;18;18;18;18;18;18;18	83310896;83310917;83316219;83316219;83319394;83319394;83320516;83324564;83343946	83311054;83311054;83316471;83316471;83319460;83319460;83321367;83324586;83344009	-;-;-;-;-;-;-;-;-	1418	0
ENSMUSG00002074865	18	83373324	83373489	-	166	0
ENSMUSG00000117783	18;18;18;18;18;18	83373710;83376518;83381663;83385019;83385880;83386145	83373780;83376794;83381798;83385237;83385987;83386270	+;+;+;+;+;+	937	0
ENSMUSG00000117993	18;18;18	83379360;83383053;83389175	83381765;83383217;83389475	-;-;-	2872	0
ENSMUSG00000117715	18;18;18	83410683;83415344;83417687	83410922;83415454;83417746	-;-;-	411	0
ENSMUSG00000118060	18;18	83435779;83441056	83436565;83441604	-;-	1336	0
ENSMUSG00000118156	18	83506137	83506647	-	511	17
ENSMUSG00000118387	18;18	83508539;83510686	83508722;83512542	+;+	2041	0
ENSMUSG00000118175	18;18;18	83514346;83538481;83543199	83514506;83538957;83543429	-;-;-	869	0
ENSMUSG00000117658	18;18;18;18;18;18;18;18	83618513;83618516;83619946;83619946;83620585;83620781;83621123;83621123	83619823;83619823;83620054;83620054;83620851;83620851;83621182;83621227	-;-;-;-;-;-;-;-	1792	0
ENSMUSG00000118222	18;18	83642925;83643964	83642956;83644201	+;+	270	0
ENSMUSG00000117826	18	83923921	83924067	+	147	85
ENSMUSG00000117894	18	84006120	84006210	+	91	0
ENSMUSG00000048410	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	84146152;84225826;84297945;84333931;84333931;84361071;84361071;84369025;84369025;84372650;84372650;84430417;84448112;84450485;84513901;84570995;84570995;84570995;84571034;84576452;84576452;84576452;84607563;84607563	84146478;84228206;84299390;84334109;84334109;84361191;84361191;84369108;84369108;84372816;84372816;84430545;84453060;84450559;84514164;84571109;84571109;84571109;84571109;84576500;84576550;84581171;84607850;84607629	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	15170	74
ENSMUSG00000118385	18;18	84221049;84227212	84221156;84227799	+;+	696	0
ENSMUSG00000102951	18	84390794	84394271	-	3478	0
ENSMUSG00000056162	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	84628634;84630876;84636279;84637641;84640277;84646813;84646813;84646816;84646921;84648984;84649590;84650011;84650011;84650011;84650011;84652677;84652677;84652677;84652677;84652677;84654172;84654172;84654172;84654172;84654172;84655940;84655940;84655940;84655940;84655945;84658326;84658326;84658326;84658326;84658326;84658326;84664763;84665737;84668027;84668027;84668027;84668027;84668027	84629809;84631023;84636420;84637805;84640437;84647005;84647005;84647005;84647005;84650211;84649678;84650211;84650211;84650211;84650211;84652765;84652765;84652765;84652765;84652765;84656089;84654334;84654334;84654334;84654334;84656089;84656089;84656089;84656089;84656089;84658480;84658480;84658480;84658480;84658480;84658480;84664971;84665826;84668071;84668171;84668206;84668180;84668220	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5868	10
ENSMUSG00000117676	18;18;18;18	84643870;84646908;84655888;84658202	84644015;84647068;84656120;84659031	+;+;+;+	1370	0
ENSMUSG00000092056	18;18	84677057;84677354	84677174;84677969	-;-	734	266
ENSMUSG00000024644	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	84685590;84685594;84685596;84686663;84686663;84686663;84686679;84687056;84687056;84687056;84687056;84687056;84687922;84687922;84687922;84687922;84687922;84688878;84688878;84688878;84688878;84688878;84690199;84690199;84690199;84690199;84690199;84693102;84693102;84693102;84693102;84693102;84693250;84694709;84695444;84695444;84695444;84695444;84696833;84696833;84696833;84696833;84696833;84698694;84698915;84699060;84699060;84699060;84699963;84699963;84699963;84699963;84702084;84702477;84702588;84703728	84686225;84686225;84686225;84686810;84686810;84686810;84686810;84687197;84687197;84687197;84687197;84687197;84688086;84688086;84688086;84688086;84688086;84689038;84689038;84689038;84689038;84689038;84690283;84690283;84690283;84690283;84690283;84693333;84693302;84693302;84693302;84693302;84693302;84694803;84695532;84695532;84695532;84695532;84696995;84696995;84696995;84696995;84696995;84698865;84698965;84699203;84699203;84699203;84700052;84700052;84700184;84700052;84703752;84702509;84702987;84703827	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4249	411
